frame_id,obj_type,Prediction,Confidence
2-048_02334_084,CAR,"[44.3393    33.898075  -1.5210371  5.0999317  2.2499177  1.7314644
  1.4217213]",0.9638627
2-048_02334_084,MOTORCYCLE,"[ 48.55158   -13.285482   -1.5339919   2.2359395   1.0974432   1.7195284
   3.3415728]",0.9341422
2-048_02335_084,CAR,"[44.66964   36.02049   -1.4628806  5.192084   2.2687085  1.7767315
  1.3988935]",0.9678237
2-048_02335_084,MOTORCYCLE,"[ 6.791189  -1.9154166 -1.4117173  2.6778278  1.3695209  2.032598
  4.743627 ]",0.82864904
2-048_02336_084,MOTORCYCLE,"[59.60844   -8.425614  -1.5790972  2.2574859  1.0744783  1.7856762
  1.2262604]",0.8794124
2-048_02339_084,MOTORCYCLE,"[11.382567   0.3638189 -1.4671822  2.384544   1.1681968  1.8230424
  4.3172364]",0.89646983
2-048_02340_084,MOTORCYCLE,"[57.459553  -9.656283  -1.563767   2.3657959  1.1633122  1.8356851
  1.3550203]",0.7691519
2-048_02341_084,MOTORCYCLE,"[10.936856   -0.44388777 -1.488338    2.3810081   1.1650604   1.8367883
  4.5761137 ]",0.9199598
2-048_02342_084,MOTORCYCLE,"[54.6521    -2.9653866 -1.5460001  2.399965   1.162669   1.8749514
  1.4597279]",0.8820344
2-048_02343_084,MOTORCYCLE,"[ 8.886043  -7.445146  -1.404048   2.559187   1.2055773  1.8698897
  5.2917113]",0.89050305
2-048_02344_084,MOTORCYCLE,"[59.505035  -7.819499  -1.6051381  2.1686418  0.9943678  1.7645502
  2.1960218]",0.8645085
2-048_02345_084,MOTORCYCLE,"[20.480278   8.898208  -1.4029851  2.453115   1.2162694  1.7235208
  1.0659071]",0.8295368
2-048_02346_084,MOTORCYCLE,"[ 36.283337  -15.639356   -1.5349326   2.3564384   1.2037385   1.7779481
   3.2432318]",0.86975557
2-048_02347_084,MOTORCYCLE,"[43.587933   7.013474  -1.5194867  2.3314369  1.1229075  1.8323072
  5.838414 ]",0.9089748
2-048_02347_084,CAR,"[ 2.7789304 22.573963  -1.0249122  5.3102145  2.314788   2.119473
  4.507678 ]",0.6008516
2-048_02348_084,MOTORCYCLE,"[15.303598  -3.8134203 -1.4661995  2.3236794  1.1425333  1.7869587
  2.4274945]",0.9001694
2-048_02348_084,CAR,"[ 1.0793705  8.331838  -1.1120018  5.3683763  2.4416087  2.231164
  6.0224104]",0.16591316
2-048_02349_084,MOTORCYCLE,"[ 48.842907  -14.861694   -1.5487635   2.2774825   1.0792122   1.7781696
   6.2755466]",0.91930777
2-048_02350_084,MOTORCYCLE,"[22.251884   2.70538   -1.546309   2.1715796  0.9541494  1.7179478
  3.0096235]",0.89331275
2-048_02351_084,MOTORCYCLE,"[ 6.765554    0.18363988 -1.5284959   2.2150009   1.0923102   1.7240056
  3.5295515 ]",0.88917863
2-048_02352_084,MOTORCYCLE,"[ 6.7336464  0.1510454 -1.5298632  2.2668989  1.1707588  1.7564455
  3.5939047]",0.90478987
2-048_02353_084,MOTORCYCLE,"[ 6.7783732   0.17716542 -1.4941732   2.4369814   1.6006325   1.8146945
  3.3493283 ]",0.84349173
2-048_02366_084,MOTORCYCLE,"[28.712616  15.699286  -1.2778438  2.664703   1.3827     1.7881503
  3.085766 ]",0.89121544
2-048_02366_084,PEDESTRIAN,"[ 34.781445  -36.550793   -1.5206707   1.8462837   2.0776505   2.0476756
   4.2137194]",0.20683858
2-048_02367_084,MOTORCYCLE,"[ 47.850883  -11.36363    -1.1778895   2.9049823   1.4532101   1.9076184
   1.0743967]",0.9305334
2-048_02368_084,MOTORCYCLE,"[14.965885  -6.4865375 -1.2108902  2.7385     1.3744448  1.88812
  5.262943 ]",0.9004686
2-048_02369_084,CAR,"[71.23878    -0.64878774 -0.96131706  5.463196    2.9629943   2.012742
  4.888866  ]",0.94832414
2-048_02369_084,MOTORCYCLE,"[23.96976   16.323908  -1.2673264  2.6008492  1.3482646  1.8093779
  3.212374 ]",0.7971367
2-048_03400_084,PEDESTRIAN,"[39.66736   -4.988614  -1.3193618  1.079156   0.9005542  1.8778408
  6.4769497]",0.83715475
2-048_03400_084,CAR,"[ 29.583054  -21.72696    -1.0284076   5.299023    2.4923391   1.9496913
   2.9296076]",0.18024464
2-048_03401_084,PEDESTRIAN,"[42.527615  -2.6759582 -1.2430767  1.0761572  0.9111793  1.8650553
  6.668063 ]",0.8656993
2-048_03401_084,PEDESTRIAN,"[22.374804  37.183743  -1.1040931  1.9489733  1.6051805  1.8911512
  5.235406 ]",0.515921
2-048_03401_084,PEDESTRIAN,"[49.067272   5.376249  -1.2372054  0.9230793  0.8831123  1.8626366
  5.0704846]",0.43182802
2-048_03401_084,CAR,"[79.67493   39.84342   -1.6580397  4.6276317  2.226169   1.7912914
  2.2471328]",0.2624081
2-048_03402_084,PEDESTRIAN,"[28.339283  -4.9783783 -1.2727916  0.989733   0.8909423  1.8771554
  3.2002861]",0.81409645
2-048_03403_084,PEDESTRIAN,"[23.887365    6.6266584  -1.3175849   0.8143613   0.61037594  1.8143729
  1.4932113 ]",0.8297426
2-048_03404_084,PEDESTRIAN,"[21.942667    0.34156272 -1.3454148   0.7671506   0.5108275   1.8086972
  4.969563  ]",0.8097984
2-048_03405_084,PEDESTRIAN,"[ 23.72559   -13.394361   -1.4115453   0.6817808   0.6151917   1.7657557
   5.641496 ]",0.7270884
2-048_03405_084,CAR,"[81.42137   39.45138   -1.3690593  5.27323    2.5657187  1.9305917
  3.471431 ]",0.120166086
2-048_03406_084,PEDESTRIAN,"[ 29.8883    -11.835571   -1.2593371   1.0477972   0.9325181   1.881572
   2.274225 ]",0.7541509
2-048_03407_084,PEDESTRIAN,"[ 40.468105   -12.58461     -1.4428234    0.67630094   0.6804261
   1.7446688    5.8294044 ]",0.6306587
2-048_03410_084,PEDESTRIAN,"[40.19761   -5.9917865 -1.2015406  1.032738   0.8915029  1.8016554
  1.2622312]",0.8721546
2-048_03411_084,PEDESTRIAN,"[46.948902   3.9301825 -1.2428926  1.1135819  0.9494357  1.9056226
  6.8561625]",0.8339538
2-048_03412_084,PEDESTRIAN,"[48.00731    -3.1447806  -1.2360919   1.0401874   0.97574115  1.9760717
  4.6398373 ]",0.9157564
2-048_03413_084,PEDESTRIAN,"[ 44.696117   -16.203886    -1.2717186    1.1815295    1.0982269
   2.0515168    0.96054935]",0.8215992
2-048_03414_084,PEDESTRIAN,"[ 35.202145  -12.798372   -1.3580513   1.0882989   0.9307348   1.8927908
   2.0571628]",0.8520647
2-048_03414_084,PEDESTRIAN,"[47.301697   7.6281347 -1.2226393  1.969327   1.8254737  2.0438218
  2.0933955]",0.14802912
2-048_03415_084,PEDESTRIAN,"[34.69508    -2.6251266  -1.2838925   1.0582085   0.89925945  1.8119601
  1.9639828 ]",0.8771369
2-048_03415_084,PEDESTRIAN,"[46.610836   1.6291944 -1.2519214  1.2672299  1.1274287  1.9191537
  1.7167598]",0.12612662
2-048_03416_084,PEDESTRIAN,"[33.57387   -7.9317064 -1.3630164  1.0265157  0.861821   1.8106883
  5.345589 ]",0.7646741
2-048_03417_084,PEDESTRIAN,"[ 34.64032    -18.550535    -1.3524048    1.054689     0.94272774
   1.9044037    4.097186  ]",0.7322873
2-048_03418_084,PEDESTRIAN,"[ 39.565903  -17.22883    -1.409578    1.0124756   0.8535264   1.8474759
   1.0767683]",0.80611444
2-048_03419_084,PEDESTRIAN,"[42.949696  -4.6010675 -1.308371   1.072054   0.9045116  1.850195
  1.6805001]",0.8867328
2-048_03419_084,PEDESTRIAN,"[48.995914   5.5828147 -1.1438628  1.0908599  1.0157468  1.8820475
  5.4932323]",0.116592675
2-048_03420_084,PEDESTRIAN,"[ 34.84319   -11.591662   -1.3540651   1.1065986   0.9112934   1.8843995
   4.1226697]",0.85719603
2-048_03421_084,PEDESTRIAN,"[ 26.586296   -17.465277    -1.3104599    1.0723454    0.94096833
   1.8732285    2.1598945 ]",0.79285806
2-048_03422_084,PEDESTRIAN,"[31.648579   -4.7268314  -1.2985872   1.0147737   0.87214226  1.8310277
  3.930263  ]",0.85414016
2-048_03423_084,PEDESTRIAN,"[40.198627   2.7268744 -1.2735627  1.0285516  0.8404562  1.796886
  5.211448 ]",0.8386791
2-048_03424_084,PEDESTRIAN,"[ 38.913895   -10.328987    -1.2666594    1.0588886    0.87738496
   1.8155292    4.254538  ]",0.872355
2-048_03425_084,PEDESTRIAN,"[ 41.263542  -17.732283   -1.2898217   1.0825752   0.9977606   1.9819511
   4.1622405]",0.7897783
2-048_03426_084,PEDESTRIAN,"[39.67605    -4.0671983  -1.3095435   1.0494742   0.91389954  1.8634605
  1.4503342 ]",0.8691442
2-048_03426_084,PEDESTRIAN,"[49.058025    5.338122   -1.1461047   0.96546173  0.90306085  1.9017377
  5.2566895 ]",0.42986265
2-048_03427_084,PEDESTRIAN,"[41.19531     6.6899624  -1.2200229   1.0082852   0.89608806  1.8321178
  6.0088453 ]",0.8048695
2-048_03428_084,PEDESTRIAN,"[49.05164    1.4709575 -1.1528673  1.0052258  0.9506658  1.9415447
  4.276613 ]",0.89911675
2-048_03429_084,PEDESTRIAN,"[40.313198  -8.356518  -1.3810126  1.0489858  0.880351   1.8323598
  1.5710899]",0.80973774
2-048_03430_084,PEDESTRIAN,"[ 29.822186  -14.283688   -1.3538581   1.0053637   0.9093954   1.8667362
   3.255652 ]",0.7917189
2-048_03431_084,PEDESTRIAN,"[26.51409   -3.6933906 -1.3481544  1.0618535  0.9725154  1.9114705
  1.3238789]",0.8401869
2-048_03431_084,PEDESTRIAN,"[49.022377   5.573451  -1.1376947  1.0703222  0.995653   1.9048363
  5.3788066]",0.3341743
2-048_03431_084,CAR,"[79.64821   40.125057  -1.6943539  4.6161075  2.3024008  1.7694815
  2.1123176]",0.124957845
2-048_03432_084,PEDESTRIAN,"[29.364594   7.779029  -1.2544836  1.1122962  0.9403398  1.8487014
  1.9611406]",0.88743305
2-048_03433_084,PEDESTRIAN,"[26.98221   -1.3423406 -1.3865366  1.0070996  0.9249574  1.7626253
  4.588252 ]",0.84337324
2-048_03434_084,PEDESTRIAN,"[ 29.049355   -13.3056555   -1.336047     1.0072639    0.90649104
   1.8303468    5.766573  ]",0.73816246
2-048_03434_084,CAR,"[48.463184  40.46208   -1.5649529  5.505162   2.6329303  1.9639232
  3.3949966]",0.2948898
2-048_03435_084,PEDESTRIAN,"[35.118076   -7.7663293  -1.2928143   1.0675104   0.89412177  1.8307203
  2.158896  ]",0.8677808
2-048_21434_084,CAR,"[36.18863    1.051721  -0.9865892  5.4376664  2.434081   2.0180423
  6.3256927]",0.9605637
2-048_21434_084,CAR,"[18.804438   3.0835896 -1.0283601  5.4763937  2.4643319  2.050391
  6.259163 ]",0.9366216
2-048_21434_084,CAR,"[ 6.3813023e+01 -1.2288325e-02 -6.8676931e-01  5.3265710e+00
  2.5152879e+00  2.0323811e+00  6.2634573e+00]",0.90156007
2-048_21434_084,CAR,"[26.594992  12.132798  -1.2655102  5.242558   2.4879565  1.7453532
  2.4734266]",0.8174092
2-048_21434_084,CAR,"[81.11752    12.276251   -0.65963113  5.1394534   2.607128    1.9667971
  3.1464968 ]",0.79470265
2-048_21434_084,CAR,"[ 3.3044865  3.204551  -1.4083207  5.5812654  2.4327738  1.806552
  6.2235637]",0.79444003
2-048_21434_084,CAR,"[69.70988     3.3616204  -0.50001025  5.2135735   2.618679    1.9766219
  3.2986324 ]",0.7679756
2-048_21434_084,CAR,"[80.20742    15.286903   -0.47507474  5.743058    2.7363503   2.1018581
  6.056351  ]",0.5221102
2-048_21434_084,CAR,"[74.95027    27.994251   -0.15461843  5.6056676   2.736792    1.784125
  1.4246613 ]",0.44460803
2-048_21434_084,CAR,"[ 62.095295   -13.583308    -0.60260993   5.5617228    2.5895422
   1.978511     5.67573   ]",0.31508914
2-048_21443_084,CAR,"[55.866066   4.53358   -0.9937659  5.364129   2.5221121  2.039036
  6.2656937]",0.93528867
2-048_21443_084,CAR,"[60.695957  13.106982  -1.0935638  4.9873147  2.6633503  1.8304399
  3.224021 ]",0.87485635
2-048_21443_084,CAR,"[37.53784   16.156937  -1.1611396  5.6452293  2.5883849  2.0318613
  3.1254134]",0.86718446
2-048_21446_084,CAR,"[52.467327   3.5731294 -1.2560894  5.3491416  2.6278114  2.0043457
  6.243857 ]",0.94390935
2-048_21446_084,CAR,"[76.19001   -0.3513441 -1.1895527  5.581316   2.522031   1.9723926
  6.2000494]",0.9297813
2-048_21446_084,CAR,"[71.64726   11.878578  -1.1037749  5.1563635  2.7012055  1.881786
  3.0572364]",0.8350444
2-048_21448_084,CAR,"[25.189327   4.2687664 -1.4789661  5.240916   2.5124288  1.6023202
  6.2740655]",0.92885125
2-048_21448_084,CAR,"[56.84925     6.080014   -0.46553615  5.3553495   2.6484468   2.017283
  6.3979225 ]",0.8888082
2-048_21448_084,CAR,"[36.775776  10.354656  -1.0720059  5.0390077  2.6465156  1.8035752
  3.1257498]",0.8689332
2-048_21448_084,CAR,"[80.26192     9.669589   -0.79825085  5.166069    2.6435103   1.9403752
  2.6525345 ]",0.49501118
2-048_21448_084,CAR,"[23.257368  21.747845  -1.0603731  5.142714   2.5215244  1.8406936
  3.7942894]",0.3508576
2-048_21451_084,CAR,"[38.85026    3.8173594 -1.4484664  5.0679135  2.4615068  1.8240604
  6.2844644]",0.923795
2-048_21451_084,CAR,"[ 8.729595   3.6568215 -1.3249735  5.488669   2.462158   1.9087645
  6.2647367]",0.91829705
2-048_21452_084,CAR,"[32.064655   2.7902334 -1.1649581  5.253678   2.476796   1.9330395
  6.2320724]",0.94577795
2-048_21452_084,CAR,"[70.924965   2.4869473 -1.2062701  5.0810423  2.4350657  1.9388671
  6.243642 ]",0.9006875
2-048_21453_084,CAR,"[51.15598    2.1344392 -1.3367966  5.3128376  2.5939374  1.8729225
  6.242712 ]",0.9411126
2-048_21454_084,CAR,"[49.46785    2.534355  -1.2053858  5.346235   2.5025923  1.9672891
  6.1997094]",0.9522813
2-048_21454_084,CAR,"[40.253323  12.489281  -1.265197   5.4683104  2.6464376  1.9860551
  3.045498 ]",0.85364485
2-048_21454_084,CAR,"[17.181099  10.499693  -1.1782668  5.3539844  2.6075337  1.9097594
  3.1261764]",0.69368774
2-048_21454_084,CAR,"[ 1.5640705  3.3365576 -1.0460483  5.607954   2.4753366  2.167692
  3.2037594]",0.56085664
2-048_21455_084,CAR,"[50.552418   2.537911  -1.0233147  5.5501456  2.5704007  2.1046076
  6.1744175]",0.9662031
2-048_21455_084,CAR,"[53.94523    8.59232   -1.1602188  5.2281513  2.6884003  1.8438878
  3.0807424]",0.92738336
2-048_21456_084,CAR,"[45.344433   2.9966016 -1.0322747  5.3763404  2.5483446  2.0219095
  6.202645 ]",0.962953
2-048_21456_084,CAR,"[ 43.79665   -19.331257   -1.0108395   4.803136    2.5188465   1.967267
   2.7438424]",0.6735928
2-048_21457_084,CAR,"[60.212948   2.6146982 -1.137953   5.3866982  2.6575892  1.884209
  6.2367496]",0.93673205
2-048_21457_084,CAR,"[19.982025  34.171375  -0.5901611  5.3262553  2.5018754  1.9008297
  3.6505525]",0.48194942
2-048_21462_084,CAR,"[29.749071   -0.70211095 -1.3398015   5.2956367   2.5900762   1.6312801
  6.2246594 ]",0.96786755
2-048_21462_084,CAR,"[78.29026    3.4752755 -0.9154619  5.205432   2.5294378  2.0286112
  6.312637 ]",0.9130397
2-048_21462_084,CAR,"[ 1.3280319 38.124443  -1.1264157  5.4227858  2.5057218  2.0307174
  6.494636 ]",0.30056113
2-048_21463_084,CAR,"[24.50472    -0.20356613 -1.3396174   5.3704805   2.5569227   1.678867
  6.246097  ]",0.98140967
2-048_21463_084,CAR,"[23.218214   3.842414  -1.1342177  5.661973   2.7050624  2.147171
  6.26697  ]",0.9617892
2-048_21463_084,CAR,"[41.81029    3.6285076 -1.0663893  5.7211385  2.5988524  2.0882366
  6.2390804]",0.95465195
2-048_21463_084,CAR,"[ 9.32227    3.8653162 -1.3844275  5.5641594  2.4673138  1.7700869
  6.22714  ]",0.9199604
2-048_21463_084,CAR,"[21.212002   8.6063385 -1.3189718  5.367501   2.6249456  1.9372095
  3.114256 ]",0.89798146
2-048_21463_084,CAR,"[66.8636     1.8754267 -1.1097584  4.832107   2.4381933  1.8688431
  6.103956 ]",0.8275537
2-048_21463_084,CAR,"[66.2796    -3.811657  -0.6682736  4.958994   2.4924288  1.9545296
  6.2646666]",0.5950677
2-048_21463_084,CAR,"[ 73.486626  -20.3523     -1.09526     5.0977507   2.4981902   1.8557031
   5.305844 ]",0.24599157
2-048_21464_084,CAR,"[18.774918   -0.33648178 -1.3665438   5.4516144   2.5769274   1.6723351
  6.209297  ]",0.9789923
2-048_21464_084,CAR,"[20.064955   3.9286976 -1.1498275  5.6730285  2.6771295  2.1419759
  6.2479434]",0.9585439
2-048_21464_084,CAR,"[48.74434    3.549674  -1.3483838  5.647635   2.5813026  2.0576618
  6.257968 ]",0.9265389
2-048_21464_084,CAR,"[34.248913   8.429715  -1.4039567  5.3714476  2.54915    1.9828008
  3.064243 ]",0.87423426
2-048_21464_084,CAR,"[62.224644   8.10431   -1.5154753  5.5086513  2.6004918  2.0085397
  3.2157497]",0.802828
2-048_21464_084,CAR,"[ 1.3304005  3.5838606 -1.3472005  5.428186   2.5203433  1.9713653
  2.7145343]",0.5282618
2-048_21464_084,PEDESTRIAN,"[36.98291   -2.6242137 -1.4341837  1.9162477  1.7634981  1.9911584
  5.0746603]",0.13228187
2-048_21465_084,CAR,"[22.832018  -1.2390608 -1.3204461  5.5015078  2.6539555  1.6869159
  6.210267 ]",0.9831225
2-048_21465_084,PEDESTRIAN,"[16.73975   13.824773  -1.3941001  1.1521385  0.9869769  1.7840747
  6.870616 ]",0.15359512
2-048_21466_084,CAR,"[25.938671  -1.1334883 -1.3345629  5.4452014  2.5532308  1.6997074
  6.183538 ]",0.9722693
2-048_21467_084,CAR,"[33.85342   -1.7003143 -1.1293314  5.2388926  2.5699687  1.7470312
  6.1802692]",0.9269094
2-048_21467_084,CAR,"[49.137196   1.2706001 -1.0481318  5.327223   2.6449974  1.8820808
  2.5950782]",0.15647061
2-048_21468_084,CAR,"[40.015156  -2.5212681 -0.8637462  5.115173   2.5837245  1.7058206
  6.1717076]",0.91824764
2-048_21468_084,CAR,"[29.0481    17.0293    -1.8059707  5.4969306  2.68505    1.9578917
  2.8704336]",0.74947083
2-048_21468_084,CAR,"[ 7.9689384 23.262741  -2.2220113  5.410997   2.6709516  1.8980674
  2.8653316]",0.63887393
2-048_21468_084,CAR,"[71.88881   10.261134  -1.0900275  5.5380754  2.6535866  1.9236842
  2.8236694]",0.34583718
2-048_21468_084,CAR,"[69.19358   -6.2781887 -0.8998002  5.654075   2.7470386  2.036844
  3.0605378]",0.34392595
2-048_21468_084,CAR,"[65.61881   -7.4806843 -0.7792256  5.3209825  2.4704492  1.8450222
  2.1280134]",0.34167135
2-048_21468_084,CAR,"[78.46894   -4.119744  -0.5935296  5.1340766  2.6067097  1.8660187
  3.0079508]",0.25336727
2-048_21468_084,CAR,"[40.006706  23.31398   -1.1448038  5.546879   2.7347794  2.0206387
  5.8169446]",0.11143602
2-048_21469_084,CAR,"[56.77722   -1.9185442 -1.2025559  5.3015184  2.703358   1.7288896
  6.206215 ]",0.96166855
2-048_21469_084,CAR,"[50.78469   11.11546   -1.02267    4.969413   2.7827172  1.8219557
  3.101631 ]",0.81932825
2-048_21469_084,CAR,"[28.045046  12.114222  -1.3063711  5.3811927  2.6399567  1.9472092
  3.0486233]",0.8063182
2-048_21469_084,CAR,"[ 1.9811585  9.465562  -1.306224   5.7355933  2.7486374  1.964364
  2.9787922]",0.6548921
2-048_21469_084,CAR,"[ 34.12747   -27.043425   -0.6999814   5.5160594   2.7235582   2.000551
   2.8671975]",0.34270304
2-048_21469_084,PEDESTRIAN,"[ 0.57737046 19.319756   -1.4380622   2.1869264   1.762226    2.0829177
  4.7646036 ]",0.23055157
2-048_21469_084,CAR,"[ 33.85711    -30.188       -0.59073657   5.6564345    2.8039708
   2.0408072    2.790857  ]",0.19424373
2-048_21469_084,CAR,"[ 32.857746  -34.426636   -0.7621979   5.539436    2.8174632   1.944718
   2.628271 ]",0.111165725
2-048_21470_084,CAR,"[17.64881    3.3529866 -1.3269802  5.387619   2.4660976  1.8726606
  6.2240753]",0.9110727
2-048_21470_084,CAR,"[35.643814   8.201634  -1.1127629  5.082876   2.5062926  1.82237
  3.1488883]",0.7762955
2-048_21470_084,CAR,"[14.995924  16.835747  -1.6289017  5.793296   2.6089368  2.082842
  3.621529 ]",0.50792116
2-048_21470_084,CAR,"[17.750744  -4.415998  -1.4279041  5.392892   2.5139532  1.8826303
  3.081318 ]",0.22872294
2-048_21470_084,CAR,"[79.16011    -4.7162886  -0.65302163  5.139433    2.5269089   1.9511867
  2.7080019 ]",0.18835299
2-048_21471_084,CAR,"[25.713861   2.5930026 -1.3135295  5.379332   2.4173071  1.8153188
  6.246786 ]",0.93772566
2-048_21471_084,CAR,"[74.96475    -8.764421   -0.91452205  5.4495854   2.6537194   1.9489769
  2.875366  ]",0.2627767
2-048_21472_084,CAR,"[36.58014    2.6221054 -1.5177059  5.3679056  2.4300504  1.7345878
  6.273834 ]",0.96205384
2-048_21472_084,CAR,"[ 8.428715   3.3058777 -1.5326409  5.286829   2.4000208  1.7703817
  6.2755675]",0.93960804
2-048_21473_084,CAR,"[46.690384   3.1281726 -1.3957258  5.2803683  2.4944077  1.7520943
  6.2355733]",0.96967554
2-048_21473_084,CAR,"[23.447094   3.648775  -1.1066386  5.4505553  2.4444976  2.04232
  6.2177563]",0.93684566
2-048_21473_084,CAR,"[51.17748   -4.3105974 -1.1186105  5.0060387  2.510344   1.8158882
  2.9832368]",0.335607
2-048_21473_084,CAR,"[20.843533  -5.225981  -1.1679395  5.249938   2.5208023  1.9861647
  2.8787947]",0.13197234
2-048_21474_084,CAR,"[38.940586   3.4246187 -1.1114864  5.4770107  2.4685528  2.0164216
  6.2754216]",0.9595517
2-048_21474_084,CAR,"[ 5.3746576  3.402205  -1.5002927  5.481056   2.43536    1.7860268
  6.2421303]",0.947495
2-048_21474_084,CAR,"[58.136887   3.403091  -1.3828912  5.0902543  2.4309747  1.809551
  6.3210173]",0.9178155
2-048_21474_084,CAR,"[14.64681   11.531309  -1.2716961  5.487552   2.6572435  1.9669337
  3.112935 ]",0.85965586
2-048_21474_084,CAR,"[37.599983    8.916407   -0.68051624  5.159383    2.5638537   1.9086835
  3.1506832 ]",0.6640409
2-048_21474_084,CAR,"[50.849728  38.667152  -2.8424304  4.650711   2.2209895  1.6995801
  2.127847 ]",0.4673669
2-048_21474_084,CAR,"[ 74.92484   -30.646145   -2.2939773   4.538047    2.1342816   1.665241
   1.835971 ]",0.1718625
2-048_21474_084,CAR,"[39.728115  -5.086237  -1.386105   5.2678375  2.5344741  1.9218806
  3.263415 ]",0.14641245
2-048_21474_084,CAR,"[10.032717  -4.6249676 -1.500573   5.186015   2.4326043  1.9421741
  2.9808505]",0.13826953
2-048_21475_084,CAR,"[24.546028    0.93984014 -1.1508812   5.4745765   2.7447245   2.080945
  6.188958  ]",0.9775827
2-048_21475_084,CAR,"[76.47212    1.2970445 -1.022962   5.2935157  2.7937005  2.1085942
  6.374052 ]",0.92348903
2-048_21475_084,CAR,"[76.75352   -2.0081685 -1.0655656  5.275909   2.66321    2.1297164
  6.1876554]",0.87162757
2-048_21475_084,CAR,"[70.3799     -6.414473   -0.85873646  5.3717484   2.7494419   1.946803
  2.6143255 ]",0.70183885
2-048_21475_084,CAR,"[ 4.891608  19.845188  -1.2475566  5.0811033  2.4870837  1.8634518
  3.3425965]",0.44578218
2-048_21476_084,CAR,"[28.391125  -0.2932791 -0.9869305  5.6969514  2.5984735  2.075316
  6.2843456]",0.9297997
2-048_21476_084,CAR,"[68.75413    -1.7711713  -0.38258064  5.3089213   2.6368346   2.0630763
  6.2737737 ]",0.88605016
2-048_21476_084,CAR,"[78.074875  -4.764027  -0.6703076  5.6876616  2.8308342  1.9869701
  2.6847734]",0.6579424
2-048_21476_084,CAR,"[62.71749    1.7016549 -0.8450515  5.198043   2.578714   1.8954376
  3.0459008]",0.54113716
2-048_21476_084,CAR,"[63.0069    10.706092  -0.5301349  5.458336   2.6864123  1.9487444
  3.041434 ]",0.51937383
2-048_21476_084,CAR,"[25.43537   -6.0742183 -1.3613231  5.367462   2.5805964  1.9202142
  2.7649906]",0.36009088
2-048_21476_084,CAR,"[81.698135    5.8340325  -0.25440994  5.302242    2.6067584   1.9254922
  2.8180413 ]",0.14508553
2-048_21476_084,CAR,"[54.30449   -3.2136958 -1.2041404  5.4827824  2.6605194  1.9653302
  3.1197195]",0.12013398
2-048_21477_084,CAR,"[40.733635   1.4485947 -1.104255   5.5035405  2.6340163  2.0877533
  6.2196527]",0.96203095
2-048_21477_084,CAR,"[ 9.826131   3.4167356 -1.384048   5.7696996  2.5256793  1.8711499
  6.2709327]",0.91419333
2-048_21477_084,CAR,"[59.91826    -1.1779658  -0.93342096  5.3451095   2.6078966   2.1366835
  6.2461896 ]",0.90537584
2-048_21477_084,CAR,"[22.396435  -5.243895  -1.3262451  5.0196776  2.4294317  1.9296293
  3.0563135]",0.31936613
2-048_21477_084,CAR,"[54.93069   -5.833489  -1.0460755  5.3939734  2.6575212  1.9737664
  2.777111 ]",0.2572581
2-048_21486_084,CAR,"[35.519047   2.6023982 -1.2654363  5.1254354  2.4386537  1.8020829
  6.219536 ]",0.9228129
2-048_21487_084,CAR,"[46.473263   3.948294  -1.2730689  5.2439966  2.5018182  1.8816724
  6.228008 ]",0.90406096
2-048_21488_084,CAR,"[62.892254   6.4228597 -1.3943524  5.2660055  2.5705729  1.9079471
  6.335657 ]",0.93396807
2-048_21488_084,CAR,"[32.11232    9.385472  -1.2992027  5.516185   2.6225467  1.9871889
  3.1643748]",0.90777665
2-048_21488_084,CAR,"[ 5.279807   9.171114  -1.252852   5.5349193  2.5004835  2.0026658
  6.2907724]",0.78508294
2-048_21488_084,CAR,"[ 0.10374334  3.2083566  -1.3624737   5.3246493   2.5076487   1.8425026
  6.4061565 ]",0.529344
2-048_21488_084,PEDESTRIAN,"[ 73.51174    -19.858957    -1.4132073    1.0528195    0.89842933
   2.0045986    4.0041504 ]",0.33863997
2-048_21489_084,CAR,"[31.97986    2.662582  -0.9262963  5.287495   2.5083287  1.9279566
  6.1969647]",0.9582693
2-048_21489_084,CAR,"[ 4.9783688  3.7238195 -1.4470022  5.1901226  2.3707411  1.812346
  6.245565 ]",0.9082408
2-048_21489_084,CAR,"[44.8382     10.47278    -0.44052225  5.5317187   2.8454165   1.9741752
  3.0773802 ]",0.8873867
2-048_21489_084,CAR,"[ 24.987831  -19.761923   -1.8266603   4.84697     2.254988    1.7614095
   4.9615145]",0.5607506
2-048_21489_084,CAR,"[ 16.713478  -17.605505   -2.1318643   5.4830956   2.6133652   2.0399323
   2.9207578]",0.54364735
2-048_21489_084,CAR,"[13.731331  -9.066359  -1.1430905  5.1756487  2.4767048  1.8117162
  3.2636807]",0.15727624
2-048_21490_084,CAR,"[13.419448   3.64945   -1.3963183  5.290553   2.4000406  1.8090218
  6.229244 ]",0.9275061
2-048_21490_084,CAR,"[38.73025    -0.90067756 -1.2494502   5.403893    2.6361122   2.0027597
  6.191938  ]",0.92438287
2-048_21490_084,CAR,"[23.264477  23.239979  -1.2787571  5.141422   2.4422398  1.9549835
  2.3665862]",0.8686228
2-048_21490_084,CAR,"[32.641518  11.195041  -1.3718414  5.2583694  2.8168707  1.8209523
  3.0367146]",0.8634647
2-048_21490_084,CAR,"[37.110645  37.185074  -1.0629677  5.4547253  2.6385317  1.9346743
  3.2835674]",0.15018062
